2004 Federal Election Polling Places [12246 8/11/2005 11:10:53 PM]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode
WA,241,Kalgoorlie,7843,1,Kalgoorlie North,Kalgoorlie North Primary School,Campbell St,,,LAMINGTON,WA,6430
WA,241,Kalgoorlie,7846,1,Kalgoorlie Regional Hospital,Kalgoorlie Regional Hospital,Piccadilly St,,,PICCADILLY,WA,6430
WA,241,Kalgoorlie,34057,1,Kalgoorlie Somerville,O'Connor Primary School,Johnston St,,,SOMERVILLE,WA,6430
WA,241,Kalgoorlie,7842,1,Kalgoorlie South,John Paul College,Lionel St,,,SOUTH KALGOORLIE,WA,6430
WA,241,Kalgoorlie,7845,1,Kalgoorlie Wallace Park,Wallace Park Pre-Primary School,Bourke St,,,PICCADILLY,WA,6430
WA,241,Kalgoorlie,7848,1,Kambalda,Kambalda Primary School,Larkin St,,,KAMBALDA,WA,6442
WA,241,Kalgoorlie,7849,1,Kambalda West,Kambalda West District High School,Salmon Gum Rd,,,KAMBALDA,WA,6442
WA,241,Kalgoorlie,7850,1,Karratha,Karratha Senior High School,Searipple Rd,,,KARRATHA,WA,6714
WA,241,Kalgoorlie,7851,1,Karratha West,Pilbara TAFE,Millstream Rd,,,KARRATHA,WA,6714
WA,241,Kalgoorlie,7853,1,Kununurra,Kununurra District High School,Cnr Mangaloo St & Coolibah Dr,,,KUNUNURRA,WA,6743
WA,241,Kalgoorlie,38416,1,Landor,Landor Racing Club,Landor-Mt Augustus Rd,,,MEEKATHARRA,WA,6642
WA,241,Kalgoorlie,7854,1,Laverton,Laverton Lesser Hall,MacPherson Pl,,,LAVERTON,WA,6440
WA,241,Kalgoorlie,7855,1,Leinster,Leinster Training Centre,Mansbridge St,,,LEINSTER,WA,6437
WA,241,Kalgoorlie,7856,1,Leonora,Leonora Recreation Centre,Tower St,,,LEONORA,WA,6438
WA,241,Kalgoorlie,7858,1,Looma,Looma District High School,,,,LOOMA,WA,6725
WA,241,Kalgoorlie,7859,1,Marble Bar,Marble Bar Civic Centre,Francis St,,,MARBLE BAR,WA,6760
WA,241,Kalgoorlie,7860,1,Marvel Loch,Marvel Loch Primary School,Cheney St,,,MARVEL LOCH,WA,6426
WA,241,Kalgoorlie,7861,1,Meekatharra,Meekatharra Shire Hall,Savage St,,,MEEKATHARRA,WA,6642
WA,241,Kalgoorlie,7862,1,Menzies,Menzies Shire Hall,Shenton St,,,MENZIES,WA,6436
WA,241,Kalgoorlie,8054,1,Merredin,Merredin Court House,20 Mitchell St,,,MERREDIN,WA,6415
WA,241,Kalgoorlie,8055,1,Merredin District Hospital,Merredin District Hospital,Cnr South Ave & Kitchener Rd,,,MERREDIN,WA,6415
WA,241,Kalgoorlie,8056,1,Merredin South,Merredin Senior High School,Woolgar Ave,,,MERREDIN,WA,6415
WA,241,Kalgoorlie,38417,1,Monkey Mia,Monkey Mia Dolphin Resort,Monkey Mia Rd,,,MONKEY MIA,WA,6537
WA,241,Kalgoorlie,7863,1,Moorine Rock,Moorine Rock Primary School,Moorine South Rd,,,MOORINE ROCK,WA,6425
WA,241,Kalgoorlie,7866,1,Mount Magnet,Mount Magnet Court House,37 Hepburn St,,,MOUNT MAGNET,WA,6638
WA,241,Kalgoorlie,9119,1,Mowanjum,Mowanjum Community Building,,,,MOWANJUM,WA,6725
WA,241,Kalgoorlie,7867,1,Mullewa,Mullewa District High School,Jose St,,,MULLEWA,WA,6630
WA,241,Kalgoorlie,31064,1,Munglinup (Kalgoorlie),Munglinup Sports Pavilion,Coleman St,,,MUNGLINUP,WA,6450
WA,241,Kalgoorlie,8069,1,Muntadgin,Muntadgin Primary School,Crossland St,,,MUNTADGIN,WA,6420
WA,241,Kalgoorlie,7869,1,Nabawa,Nabawa Community Centre,Chapman Valley Rd,,,NABAWA,WA,6532
WA,241,Kalgoorlie,7870,1,Newman,Newman Senior High School,Gregory Ave,,,NEWMAN,WA,6753
WA,241,Kalgoorlie,11900,1,Newman North,Newman Primary School,Hilditch Ave,,,NEWMAN,WA,6753
WA,241,Kalgoorlie,7871,1,Noonkanbah,Noonkanbah Clinic,Noonkanbah Community,,,MOUNT HARDMAN,WA,6765
WA,241,Kalgoorlie,7872,1,Norseman,Norseman Court House,Prinsep St,,,NORSEMAN,WA,6443
WA,241,Kalgoorlie,7873,1,Northampton,Northampton RSL Memorial Hall,Essex St,,,NORTHAMPTON,WA,6535
WA,241,Kalgoorlie,7874,1,Nullagine,Nullagine Telecentre,Clemenson St,,,NULLAGINE,WA,6758
WA,241,Kalgoorlie,7875,1,Nulsen,Nulsen Primary School,Victoria St,,,NULSEN,WA,6450
WA,241,Kalgoorlie,7876,1,Onslow,Onslow Shire Hall,Second Ave,,,ONSLOW,WA,6710
WA,241,Kalgoorlie,7877,1,Pannawonica,Pannawonica Primary School,Sports Way,,,PANNAWONICA,WA,6716
WA,241,Kalgoorlie,7878,1,Paraburdoo,Paraburdoo Primary School,De Grey Rd,,,PARABURDOO,WA,6754
WA,241,Kalgoorlie,13974,1,Perth (Kalgoorlie),Trinity Uniting Church Hall,72 St Georges Tce,,,PERTH,WA,6000
WA,241,Kalgoorlie,7879,1,Port Hedland,Port Hedland Town Hall,McGregor St,,,PORT HEDLAND,WA,6721
WA,241,Kalgoorlie,32788,4,Prison Mobile Team 1,Broome Regional Prison,Hamersley Street,,,BROOME,WA,6725
WA,241,Kalgoorlie,32789,4,Prison Mobile Team 2,Roebourne Regional Prison,Point Samson-Roebourne Rd,,,ROEBOURNE,WA,6718
WA,241,Kalgoorlie,32893,4,Prison Mobile Team 3,Eastern Goldfields Regional Prison,Vivian Street,,,BOULDER,WA,6432
WA,241,Kalgoorlie,32774,3,Remote Mobile Team 1,Yakanarra,Yakanarra Community,Warralong Stn,Via,WYNDHAM,WA,6770
WA,241,Kalgoorlie,32775,3,Remote Mobile Team 2,Woodstock - Abydos,Woodstock-Abydos Community,Hillside-Woodstock Rd,,TELFER,WA,6770
WA,241,Kalgoorlie,32776,3,Remote Mobile Team 3,Pandanus Park,Pandanus Park Community,,,WILLARE,WA,6728
WA,241,Kalgoorlie,32777,3,Remote Mobile Team 4,Bayulu Community,Bayulu Community,Great Northern Hwy,,FITZROY CROSSING,WA,6765
WA,241,Kalgoorlie,32778,3,Remote Mobile Team 5,Beagle Bay,Beagle Bay Community,,,DAMPIER PENINSULA,WA,6725
WA,241,Kalgoorlie,32779,3,Remote Mobile Team 6,Ngumpan,via,,,HALLS CREEK,WA,6770
WA,241,Kalgoorlie,32780,3,Remote Mobile Team 7,Yiyili,Yiyili Community,,,FITZROY CROSSING,WA,6765
WA,241,Kalgoorlie,32781,3,Remote Mobile Team 8,Kalumburu Community,Kalumburu Community,,,KALUMBURU,WA,6741
WA,241,Kalgoorlie,32782,3,Remote Mobile Team 9,One Arm Point,One Arm Point Community,,,DAMPIER PENINSULA,WA,6725
WA,241,Kalgoorlie,32783,3,Remote Mobile Team 10,Oombulgurri,Oombulgurri Community,,,WYNDHAM,WA,6740
WA,241,Kalgoorlie,32784,3,Remote Mobile Team 11,Wingellina Community,via,,,WARBURTON,WA,6642
WA,241,Kalgoorlie,32785,3,Remote Mobile Team 12,Bidyadanga,Bidyadanga Community,,,LA GRANGE,WA,6725
WA,241,Kalgoorlie,32786,3,Remote Mobile Team 13,Ngalingkadji,Ngalingkadji Community,,,KING LEOPOLD RANGES,WA,6728
WA,241,Kalgoorlie,33268,3,Remote Mobile Team 14,Junjuwa Community Office,Forrest Rd,,,FITZROY CROSSING,WA,6765
WA,241,Kalgoorlie,7881,1,Roebourne,Roebourne Shire Hall,Cnr Scholl & Frazer Sts,,,ROEBOURNE,WA,6718
WA,241,Kalgoorlie,32176,1,Rottnest (Kalgoorlie),Rottnest Primary School,,,,ROTTNEST ISLAND,WA,6161
WA,241,Kalgoorlie,7882,1,Salmon Gums,Salmon Gums Primary School,Rogers St,,,SALMON GUMS,WA,6445
WA,241,Kalgoorlie,7883,1,Sandstone,Sandstone Shire Office,Hack St,,,SANDSTONE,WA,6639
WA,241,Kalgoorlie,7884,1,Scaddan,Scaddan Primary School,Kendall Rd,,,SCADDAN,WA,6447
WA,241,Kalgoorlie,7888,1,Southern Cross,Southern Cross Community Centre,Antares St,,,SOUTHERN CROSS,WA,6426
WA,241,Kalgoorlie,7886,1,South Hedland,South Hedland Primary School,Weaver Pl,,,SOUTH HEDLAND,WA,6722
WA,241,Kalgoorlie,7887,1,South Hedland Baler,South Hedland Baler Primary School,Baler Cl,,,SOUTH HEDLAND,WA,6722
WA,241,Kalgoorlie,32792,2,Special Hospital Team 1,Ingada Village,Cleaver Street,,,CARNARVON,WA,6701
WA,241,Kalgoorlie,32793,2,Special Hospital Team 2,Esperance District Hospital,Hicks St,,,ESPERANCE,WA,6450
WA,241,Kalgoorlie,32794,2,Special Hospital Team 3,Little Sisters of the Poor,173 Wilson Street,,,KALGOORLIE,WA,6430
WA,241,Kalgoorlie,32795,2,Special Hospital Team 4,Broome District Hospital,Robinson St,,,BROOME,WA,6725
WA,241,Kalgoorlie,32796,2,Special Hospital Team 5,Numbla Nunga Nursing Home,Sutherland Street,,,DERBY,WA,6728
WA,241,Kalgoorlie,32797,2,Special Hospital Team 6,Nickol Bay Hospital,Millstream Rd,,,KARRATHA,WA,6714
WA,241,Kalgoorlie,32798,2,Special Hospital Team 7,Port Hedland Regional Hospital & Nursing Home,Kingsmill Street,,,PORT HEDLAND,WA,6721
WA,241,Kalgoorlie,34351,1,Tambrey,Tambrey Primary School,Tambrey Dr,,,NICKOL,WA,6714
WA,241,Kalgoorlie,7889,1,Tardun,Tardun Hall,Railway Pde,,,TARDUN,WA,6628
WA,241,Kalgoorlie,7890,1,Telfer,Telfer Village Centre,Telfer Gold Mine,,,TELFER,WA,6762
WA,241,Kalgoorlie,7891,1,Tom Price,Tom Price Primary School,Wattle St,,,TOM PRICE,WA,6751
WA,241,Kalgoorlie,7893,1,Useless Loop,Useless Loop Primary School,Wilsons Way,,,USELESS LOOP,WA,6532
WA,241,Kalgoorlie,7812,1,Wangkatjungka,Wangkatjungka School,Wangkatjungka Community School,,,ST GEORGE RANGES,WA,6728
WA,241,Kalgoorlie,7892,1,Warmun,Warmun Community Centre,Warmun Aboriginal Community,,,WARMUN,WA,6740
WA,241,Kalgoorlie,7895,1,Westonia,Westonia Shire Office,Wolfram St,,,WESTONIA,WA,6423
WA,241,Kalgoorlie,7896,1,Wickham,Wickham Community Hall,Carse St,,,WICKHAM,WA,6720
WA,241,Kalgoorlie,7897,1,Wiluna,Wiluna Remote Community School,Wotton St,,,WILUNA,WA,6646
WA,241,Kalgoorlie,7899,1,Wyndham,Wyndham District High School,Coverley St,,,WYNDHAM,WA,6740
WA,241,Kalgoorlie,7901,1,Yalgoo,Yalgoo Primary School,Henty St,,,YALGOO,WA,6635
WA,241,Kalgoorlie,7902,1,Yandeyarra,Yandeyarra Community Building,Mugarinya Community,,,YANDEYARRA,WA,6721
WA,241,Kalgoorlie,7903,1,Yuna,Yuna Primary School,Yuna-Tenindewa Rd,,,YUNA,WA,6532
WA,242,Moore,7919,1,Beldon,Beldon Primary School,Pacific Way,,,BELDON,WA,6027
WA,242,Moore,7924,1,Burns Beach,Jack Kikeros Hall,Ocean Pde,,,BURNS,WA,6028
WA,242,Moore,11902,1,Connolly,Connolly Primary School,Fairway Cir,,,CONNOLLY,WA,6027
WA,242,Moore,7928,1,Craigie,Craigie Primary School,Spinaway St,,,CRAIGIE,WA,6025
WA,242,Moore,32450,1,Currambine,Currambine Primary School,Ambassador Dr,,,CURRAMBINE,WA,6028
WA,242,Moore,7566,1,Duncraig,Duncraig Primary School,Roche Rd,,,DUNCRAIG,WA,6023
WA,242,Moore,7567,1,Duncraig East (Moore),Davallia Primary School,Juniper Way,,,DUNCRAIG,WA,6023
WA,242,Moore,7568,1,Duncraig North,Glengarry Primary School,Doveridge Dr,,,DUNCRAIG,WA,6023
WA,242,Moore,7569,1,Duncraig South,Poynter Primary School,Poynter Dr,,,DUNCRAIG,WA,6023
WA,242,Moore,7932,1,Edgewater,Edgewater Primary School,Treetop Ave,,,EDGEWATER,WA,6027
WA,242,Moore,7938,1,Heathridge,Poseidon Primary School,Poseidon Rd,,,HEATHRIDGE,WA,6027
WA,242,Moore,11594,1,Heathridge East,Eddystone Primary School,Littorina Ave,,,HEATHRIDGE,WA,6027
WA,242,Moore,7577,1,Hillarys,Hillarys Primary School,Lymburner Dr,,,HILLARYS,WA,6025
WA,242,Moore,32453,1,Hillarys North,Flinders Park Community Centre,Broadbeach Blvd,,,HILLARYS,WA,6025
WA,242,Moore,11903,1,Joondalup,Joondalup Primary School,Blue Mountain Dr,,,JOONDALUP,WA,6027
WA,242,Moore,7942,1,Kallaroo,Springfield Primary School,Bridgewater Dr,,,KALLAROO,WA,6025
WA,242,Moore,31962,1,Kinross,Kinross Primary School,Kinross Dr,,,KINROSS,WA,6028
WA,242,Moore,7581,1,Marmion,Marmion Primary School,Cliverton Ct,,,MARMION,WA,6020
WA,242,Moore,7955,1,Mullaloo,Mullaloo Heights Primary School,Charonia Rd,,,MULLALOO,WA,6027
WA,242,Moore,34111,1,North Beach Central (Moore),North Beach Autumn Centre,20 Castle St,,,NORTH BEACH,WA,6020
WA,242,Moore,7957,1,Ocean Reef,Ocean Reef Senior High School,Venturi Dr,,,OCEAN REEF,WA,6027
WA,242,Moore,31061,1,Ocean Reef North,Beaumaris Primary School,Beaumaris Blvd,,,OCEAN REEF,WA,6027
WA,242,Moore,7584,1,Padbury,Padbury Primary School,MacDonald Ave,,,PADBURY,WA,6025
WA,242,Moore,7585,1,Padbury South,South Padbury Primary School,Warburton Ave,,,PADBURY,WA,6025
WA,242,Moore,13978,1,Perth (Moore),Trinity Uniting Church Hall,72 St Georges Tce,,,PERTH,WA,6000
WA,242,Moore,32134,1,Rottnest (Moore),Rottnest Primary School,,,,ROTTNEST ISLAND,WA,6161
WA,242,Moore,32376,1,Sorrento,Sorrento Primary School,Elfreda Ave,,,SORRENTO,WA,6020
WA,242,Moore,32446,1,Sorrento Beach,Sacred Heart College,Hocking Parade,,,SORRENTO,WA,6020
WA,242,Moore,34082,2,Special Hospital Team 1,Trinity Village Hostel,Shenton Ave,,,JOONDALUP,WA,6027
WA,243,O'Connor,7645,1,Albany,Albany Primary School,Suffolk St,,,MT CLARENCE,WA,6330
WA,243,O'Connor,7646,1,Albany Central,Albany Senior Citizens Centre,122 Grey St West,,,ALBANY,WA,6330
WA,243,O'Connor,7647,1,Albany Regional Hospital,Albany Regional Hospital,Warden Ave,,,SPENCER PARK,WA,6330
WA,243,O'Connor,7974,1,Ardath,Ardath Amenities Centre,Main St,,,ARDATH,WA,6419
WA,243,O'Connor,7975,1,Arthur River,Arthur River Hall,Albany Hwy,,,ARTHUR RIVER,WA,6315
WA,243,O'Connor,7916,1,Badgingarra,Badgingarra Community Centre,North West Rd,,,BADGINGARRA,WA,6521
WA,243,O'Connor,7978,1,Ballidu,Ballidu Primary School,Alpha St,,,BALLIDU,WA,6606
WA,243,O'Connor,7653,1,Bayonet Head,Flinders Park Primary School,Yatana Rd,,,BAYONET HEAD,WA,6330
WA,243,O'Connor,7979,1,Beachlands,Beachlands Primary School,Whitfield St,,,BEACHLANDS,WA,6530
WA,243,O'Connor,7980,1,Beacon,Beacon CWA Hall,Rowlands St,,,BEACON,WA,6472
WA,243,O'Connor,7981,1,Bencubbin,Mt Marshall Shire Offices,Monger St,,,BENCUBBIN,WA,6477
WA,243,O'Connor,7984,1,Bluff Point,Bluff Point Primary School,Mitchell St,,,BLUFF POINT,WA,6530
WA,243,O'Connor,7986,1,Bolgart,Bolgart Primary School,Smith St,,,BOLGART,WA,6568
WA,243,O'Connor,7987,1,Borden,Borden Primary School,Stone St,,,BORDEN,WA,6338
WA,243,O'Connor,7654,1,Bornholm,Bornholm Hall,Lower Denmark Rd,,,BORNHOLM,WA,6330
WA,243,O'Connor,7989,1,Boxwood Hill,Boxwood Hill Combined Sports Centre,Bremer Bay-Borden Rd,,,BOXWOOD HILL,WA,6338
WA,243,O'Connor,7656,1,Boyup Brook,Boyup Brook Family Centre,Abel St,,,BOYUP BROOK,WA,6244
WA,243,O'Connor,7990,1,Bremer Bay,Bremer Bay Telecentre,Mary St,,,BREMER BAY,WA,6338
WA,243,O'Connor,7992,1,Broomehill,Broomehill Hall,Great Southern Hwy,,,BROOMEHILL VILLAGE,WA,6318
WA,243,O'Connor,7993,1,Bruce Rock,Bruce Rock Emergency Services Centre,Dunstal St,,,BRUCE ROCK,WA,6418
WA,243,O'Connor,7995,1,Bulyee,Bulyee Hall,Bulyee Rd,,,BULYEE,WA,6306
WA,243,O'Connor,7998,1,Cadoux,Cadoux Primary School,James St,,,CADOUX,WA,6466
WA,243,O'Connor,7999,1,Calingiri,Calingiri Primary School,Cavell St,,,CALINGIRI,WA,6569
WA,243,O'Connor,31485,1,Cape Burney,Greenough Rivermouth Caravan Park,Hull St,,,CAPE BURNEY,WA,6530
WA,243,O'Connor,8000,1,Carnamah,Carnamah District High School,King St,,,CARNAMAH,WA,6517
WA,243,O'Connor,7671,1,Centennial Park,Centennial Park Scout Hall,Sanford Rd,,,CENTENNIAL PARK,WA,6330
WA,243,O'Connor,7926,1,Cervantes,Cervantes Ambulance Centre,Weston St,,,CERVANTES,WA,6511
WA,243,O'Connor,8002,1,Coorow,Coorow Primary School,Bristol St,,,COOROW,WA,6515
WA,243,O'Connor,8003,1,Corrigin,Corrigin District High School,53 Lynch St,,,CORRIGIN,WA,6375
WA,243,O'Connor,8004,1,Cranbrook,Cranbrook Memorial Hall,Gathorne St,,,CRANBROOK,WA,6321
WA,243,O'Connor,8007,1,Cunderdin,Cunderdin District High School,Cubbine St,,,CUNDERDIN,WA,6407
WA,243,O'Connor,8009,1,Dalwallinu,Dalwallinu District High School,97 Johnson St,,,DALWALLINU,WA,6609
WA,243,O'Connor,7929,1,Dandaragan,Dandaragan Primary School,Dandaragan Rd,,,DANDARAGAN,WA,6507
WA,243,O'Connor,8010,1,Darkan,"West Arthur Telecentre, Health & Resource Centre",Burrowes St,,,DARKAN,WA,6392
WA,243,O'Connor,7681,1,Denmark,Denmark Recreation Centre,Brazier St,,,DENMARK,WA,6333
WA,243,O'Connor,7682,1,Dinninup,Upper Blackwood Agricultural Society Hall,Boyup Brook-Arthur River Rd,,,DINNINUP,WA,6244
WA,243,O'Connor,8011,1,Dongara,Dongara Shire Hall,Waldeck St,,,DONGARA,WA,6525
WA,243,O'Connor,8012,1,Doodlakine,Doodlakine Primary School,Spring St,,,DOODLAKINE,WA,6411
WA,243,O'Connor,8013,1,Dowerin,Dowerin Lesser Hall,Cottrell St,,,DOWERIN,WA,6461
WA,243,O'Connor,8014,1,Dudinin,Dudinin Community Hall,Rabbit Proof Fence Rd,,,DUDININ,WA,6363
WA,243,O'Connor,8015,1,Dumbleyung,Dumbleyung Primary School,Taylor St,,,DUMBLEYUNG,WA,6350
WA,243,O'Connor,8016,1,Duranillin,Duranillin Hall,Farrell St,,,DURANILLIN,WA,6393
WA,243,O'Connor,7687,1,Elleker,Elleker Hall,cnr Brassey & Hassell St,,,ELLEKER,WA,6330
WA,243,O'Connor,7688,1,Emu Point,Albany Sea Rescue Hall,Swarbrick St,,,EMU POINT,WA,6330
WA,243,O'Connor,8018,1,Eneabba,Eneabba Primary School,Dewar St,,,ENEABBA,WA,6518
WA,243,O'Connor,7825,1,Fitzgerald,Fitzgerald Hall,Fitzgerald Rd,,,FITZGERALD,WA,6337
WA,243,O'Connor,8020,1,Frankland,Frankland Hall,Moir St,,,FRANKLAND,WA,6396
WA,243,O'Connor,8021,1,Gairdner,Gairdner Primary School,Gairdner Rd South,,,GAIRDNER,WA,6337
WA,243,O'Connor,8022,1,Geraldton,Geraldton Civic Centre,Cathedral Ave,,,GERALDTON,WA,6530
WA,243,O'Connor,8023,1,Geraldton Central,Geraldton Primary School,Augustus St,,,GERALDTON,WA,6530
WA,243,O'Connor,8024,1,Geraldton Regional Hospital,Geraldton Regional Hospital,Shenton St,,,GERALDTON,WA,6530
WA,243,O'Connor,8025,1,Geraldton St John of God Hospital,St John of God Hospital,Cathedral Ave,,,GERALDTON,WA,6530
WA,243,O'Connor,8026,1,Gnowangerup,Gnowangerup Memorial Hall,Yougenup Rd,,,GNOWANGERUP,WA,6335
WA,243,O'Connor,8027,1,Goomalling,Goomalling Sports Pavilion,Quinlan St,,,GOOMALLING,WA,6460
WA,243,O'Connor,7835,1,Hopetoun,Mary Ann Haven Senior Citizens Centre,Veal St,,,HOPETOUN,WA,6348
WA,243,O'Connor,8032,1,Hyden,Hyden Primary School,Naughton St,,,HYDEN,WA,6359
WA,243,O'Connor,8033,1,Jennacubbine,Jennacubbine Hall,Yarramony Rd,,,JENNACUBBINE,WA,6401
WA,243,O'Connor,7836,1,Jerdacuttup,Jerdacuttup Primary School,Fence Rd,,,JERDACUTTUP,WA,6346
WA,243,O'Connor,8034,1,Jerramungup,Jerramungup District High School,Lancaster Rd,,,JERRAMUNGUP,WA,6337
WA,243,O'Connor,7941,1,Jurien Bay,Jurien District High School,Hamersley St,,,JURIEN BAY,WA,6516
WA,243,O'Connor,8036,1,Kalannie,Kalannie Primary School,Locke St,,,KALANNIE,WA,6468
WA,243,O'Connor,7703,1,Kalgan,Lower Kalgan Hall,Nanarup Rd,,,KALGAN,WA,6330
WA,243,O'Connor,8037,1,Karlgarin,Karlgarin Primary School,Melba St,,,KARLGARIN,WA,6358
WA,243,O'Connor,8038,1,Katanning,Katanning Uniting Church Hall,Taylor St,,,KATANNING,WA,6317
WA,243,O'Connor,8039,1,Katanning District Hospital,Katanning District Hospital,Kobeelya Ave,,,KATANNING,WA,6317
WA,243,O'Connor,8040,1,Kellerberrin,Kellerberrin Memorial Hall,Massingham St,,,KELLERBERRIN,WA,6410
WA,243,O'Connor,8041,1,Kendenup,Kendenup Primary School,Austin St,,,KENDENUP,WA,6323
WA,243,O'Connor,7696,1,King River,King River Hall,Millbrook Rd,,,KING RIVER,WA,6330
WA,243,O'Connor,8042,1,Kojonup,Kojonup Lesser Hall,Albany Hwy,,,KOJONUP,WA,6395
WA,243,O'Connor,8043,1,Kondinin,Kondinin Primary School,Graham St,,,KONDININ,WA,6367
WA,243,O'Connor,8044,1,Koorda,Koorda Primary School,Birdwood St,,,KOORDA,WA,6475
WA,243,O'Connor,8045,1,Kukerin,Kukerin Primary School,Bennett St,,,KUKERIN,WA,6352
WA,243,O'Connor,8046,1,Kulin,Kulin Resource Centre,Johnston St,,,KULIN,WA,6365
WA,243,O'Connor,8047,1,Kununoppin,Kununoppin Community Centre,Hughes St,,,KUNUNOPPIN,WA,6489
WA,243,O'Connor,8048,1,Lake Grace,Lake Grace Telecentre,Absolon St,,,LAKE GRACE,WA,6353
WA,243,O'Connor,8049,1,Lake King,Lake King Primary School,Newdegate-Ravensthorpe Rd,,,LAKE KING,WA,6356
WA,243,O'Connor,8051,1,Latham,Latham Primary School,Chapple St,,,LATHAM,WA,6616
WA,243,O'Connor,8052,1,Leeman,Leeman Primary School,Lot 470 Spencer St,,,LEEMAN,WA,6514
WA,243,O'Connor,7700,1,Little Grove,Little Grove Primary School,19 Gordon Tce,,,LITTLE GROVE,WA,6330
WA,243,O'Connor,7701,1,Lockyer,Mt Lockyer Primary School,South Coast Hwy,,,LOCKYER,WA,6330
WA,243,O'Connor,7704,1,Lower King,Lower King Pre-primary Centre,Rutherford Dr,,,LOWER KING,WA,6330
WA,243,O'Connor,7708,1,Manypeaks,Mt Manypeaks Primary School,Howie Rd,,,MANYPEAKS,WA,6328
WA,243,O'Connor,7711,1,Mayanup,Mayanup Hall,Boyup Brook-Cranbrook Rd,,,MAYANUP,WA,6244
WA,243,O'Connor,8053,1,Meckering,Meckering Primary School,Knight St,,,MECKERING,WA,6405
WA,243,O'Connor,7714,1,Middleton Beach,Albany Surf Life Saving Club,Flinders Pde,,,MIDDLETON BEACH,WA,6330
WA,243,O'Connor,8057,1,Miling,Miling Primary School,Nardy St,,,MILING,WA,6575
WA,243,O'Connor,8058,1,Mingenew,Mingenew Primary School,Phillip St,,,MINGENEW,WA,6522
WA,243,O'Connor,8060,1,Mogumber,Mogumber Hall,Bindoon-Moora Rd,,,MOGUMBER,WA,6506
WA,243,O'Connor,8063,1,Moonyoonooka,Moonyoonooka Polocrosse & Pony Club,Geraldton-Mt Magnet Rd,,,MOONYOONOOKA,WA,6532
WA,243,O'Connor,8064,1,Moora,Moora Recreation Centre,Roberts St,,,MOORA,WA,6510
WA,243,O'Connor,7864,1,Morawa,Morawa Council Chambers,Dreghorn St,,,MORAWA,WA,6623
WA,243,O'Connor,8065,1,Mount Barker,Plantagenet District Hall,Muir St,,,MOUNT BARKER,WA,6324
WA,243,O'Connor,8066,1,Mount Tarcoola,Paringa Community Hall,Paringa St,,,MOUNT TARCOOLA,WA,6530
WA,243,O'Connor,8067,1,Mount Walker,Mount Walker Primary School,Soldiers Rd,,,MOUNT WALKER,WA,6369
WA,243,O'Connor,8068,1,Mukinbudin,Mukinbudin Shire Office,15 Maddock St,,,MUKINBUDIN,WA,6479
WA,243,O'Connor,7868,1,Munglinup (O'Connor),Munglinup Sports Pavilion,Coleman St,,,MUNGLINUP,WA,6450
WA,243,O'Connor,8070,1,Muradup,Muradup Hall,Piesse St,,,MURADUP,WA,6394
WA,243,O'Connor,7716,1,Napier,Napier Hall,Chester Pass Rd,,,NAPIER,WA,6330
WA,243,O'Connor,8071,1,Narembeen,Narembeen District High School,Ada St,,,NAREMBEEN,WA,6369
WA,243,O'Connor,8072,1,Narrikup,Narrikup Hall,Spencer Rd,,,NARRIKUP,WA,6326
WA,243,O'Connor,8075,1,Newdegate,Newdegate Telecentre and Town Library,Collier St,,,NEWDEGATE,WA,6355
WA,243,O'Connor,8076,1,New Norcia,Benedictine Monastery,Great Northern Hwy,,,NEW NORCIA,WA,6509
WA,243,O'Connor,8081,1,Nungarin,Nungarin Primary School,Danberrin Rd,,,NUNGARIN,WA,6490
WA,243,O'Connor,8082,1,Nyabing,Nyabing Town Hall,Richmond St,,,NYABING,WA,6341
WA,243,O'Connor,8083,1,Ongerup,Ongerup Primary School,Carpenter St,,,ONGERUP,WA,6336
WA,243,O'Connor,7719,1,Parryville,Parryville Hall,cnr South Coast Hwy & Pates Rd,,,PARRYVILLE,WA,6333
WA,243,O'Connor,8084,1,Perenjori,Perenjori Primary School,Carnamah Rd,,,PERENJORI,WA,6620
WA,243,O'Connor,13982,1,Perth (O'Connor),Trinity Uniting Church Hall,72 St Georges Tce,,,PERTH,WA,6000
WA,243,O'Connor,8085,1,Pingaring,Pingaring CWA Centre,Luke Price St,,,PINGARING,WA,6357
WA,243,O'Connor,8087,1,Pingrup,Pingrup Hall,Sanderson St,,,PINGRUP,WA,6343
WA,243,O'Connor,8088,1,Pithara,Pithara Hall,Great Northern Hwy,,,PITHARA,WA,6608
WA,243,O'Connor,8090,1,Porongurup,Porongurup District Hall,Mount Barker-Porongrup Rd,,,PORONGURUP,WA,6324
WA,243,O'Connor,34232,4,Prison Mobile Team 1,Albany Regional Prison,Princess Ave,,,ROBINSON,WA,6330
WA,243,O'Connor,34233,4,Prison Mobile Team 2,Greenough REgional Prison,Edward Rd,,,NARNGULU,WA,6532
WA,243,O'Connor,8092,1,Quairading,Quairading District High School,McLennon St,,,QUAIRADING,WA,6383
WA,243,O'Connor,8095,1,Rangeway,Rangeway Primary School,4 Cassia St,,,RANGEWAY,WA,6530
WA,243,O'Connor,7880,1,Ravensthorpe,Ravensthorpe District High School,Morgans St,,,RAVENSTHORPE,WA,6346
